Series Name;ISO3;Country Name;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Non-wood forest products: average value per hectare per year (current US$);PRY;Paraguay;2.892182112;2.939988136;2.979207039;3.019847393;3.066381454;3.15027833;3.266003847;3.336101055;3.357437372;3.511732101;3.547571182;3.588597298;3.648079395;3.705737114;4.151941776;4.211070061;4.279388905;4.318344593;4.277998924;4.31025219;4.337470055;4.392870903;4.477186203;4.604928493;4.689230919;4.758359432
Non-wood forest products: average value per hectare per year (current US$);PER;Peru;4.426446915;4.518303871;4.608546734;4.653447151;4.710173607;4.786022663;4.939023972;5.011946201;5.108463764;5.081586838;5.246667862;5.411680222;5.573694706;5.70955801;5.765165806;5.852508068;5.987190723;6.105044365;6.149620056;6.210695744;6.231637001;6.311498642;6.335372925;6.409741879;6.152988434;6.246729851
Non-wood forest products: average value per hectare per year (current US$);SPM;Saint_Pierre_and_Miquelon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Non-wood forest products: average value per hectare per year (current US$);SUR;Suriname;0.690574586;0.707285643;0.741257906;0.76313293;0.78220278;0.841859162;0.883189857;0.900668442;0.921766758;1.123749495;1.161762714;1.204550028;1.239161015;1.266025782;1.272480607;1.279809237;1.31243515;1.338582039;1.364941716;1.39021492;1.403238297;1.413754225;1.443810344;1.479447961;1.511116147;1.525782347
Non-wood forest products: average value per hectare per year (current US$);TTO;Trinidad_and_Tobago;14.49156284;14.5894413;15.00600338;15.1780262;15.4492197;15.87366772;16.54188538;17.06521988;17.70054054;18.09075546;17.73810387;16.50475693;16.07921028;16.38522339;16.84817696;17.78983307;18.70171928;19.24926186;19.80609703;20.31608772;20.53086281;20.57646751;20.82592201;21.24087524;21.56439209;21.77406502
Non-wood forest products: average value per hectare per year (current US$);URY;Uruguay;6.169014454;6.194998741;6.225947857;6.221572876;6.231551647;6.327764511;6.352522373;6.371459484;6.394764423;6.528037071;6.652365208;6.720748901;6.84488821;6.878067017;6.856089592;6.859162331;6.925154686;6.998754025;7.030946255;7.057563305;7.036244869;7.038955688;7.136208534;7.275409222;7.334720135;7.324355602
Non-wood forest products: average value per hectare per year (current US$);VEN;Venezuela;6.896717548;6.948454857;6.961479187;6.914597034;6.984933853;7.131293774;7.333026886;7.22932291;7.533518314;7.779015541;8.214441299;8.39971447;8.564751625;8.750390053;8.858084679;9.181715965;9.403813362;9.783262253;9.962836266;10.04310989;10.10122395;10.18939972;10.29837132;10.45815659;10.58877659;10.72333908
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Non-wood forest products: average value per hectare per year (current US$);;East_Asia_&_Pacific;9.189552307;9.330358505;9.470780373;9.564217567;9.661628723;9.867786407;10.00305557;10.0546627;10.1419096;10.36333752;10.60997295;10.82784176;11.02324104;11.15778255;11.15917587;11.24261475;11.42914772;11.54121304;11.63766193;11.73995018;11.80716896;11.95680046;12.11405277;12.37941933;12.60023785;12.71800995
Non-wood forest products: average value per hectare per year (current US$);;Europe_&_Central_Asia;3.320807695;3.372894764;3.416542053;3.438158751;3.468792439;3.529978752;3.563016176;3.5746696;3.617224932;3.692192316;3.789126635;3.898641586;3.991605759;4.059160233;4.082362175;4.128969669;4.213307381;4.283918858;4.362535;4.437784672;4.48359251;4.529610157;4.622796059;4.740020752;4.814784527;4.886470318
Non-wood forest products: average value per hectare per year (current US$);;Latin_America_&_Caribbean;4.708987713;4.79084444;4.881485462;4.936801434;5.032571316;5.173759937;5.295891285;5.363517284;5.472597599;5.619623184;5.783668995;5.935630322;6.081518173;6.205131531;6.278740406;6.371631622;6.512259007;6.639242172;6.701292992;6.763048649;6.820389271;6.911554813;7.037957191;7.211268425;7.312965393;7.431138039
Non-wood forest products: average value per hectare per year (current US$);;Middle_East_&_North_Africa;8.779032707;8.70005703;8.598117828;8.455765724;8.454004288;8.560474396;8.700631142;8.79484272;8.858643532;8.963365555;8.982825279;9.176298141;9.289818764;9.423316002;9.384348869;9.598773003;9.93098259;10.22293758;10.63014603;10.76800251;10.84334087;11.12147808;11.4450407;12.05190372;12.50643539;12.72153473
Non-wood forest products: average value per hectare per year (current US$);;North_America;3.090373278;3.154962778;3.207881689;3.242148161;3.279513597;3.355141878;3.424744844;3.471166372;3.519552231;3.603682041;3.710093737;3.822177172;3.913212538;3.977454424;4.004970074;4.067766666;4.15829134;4.238476753;4.31788826;4.38322401;4.43501997;4.454239845;4.538511276;4.636126518;4.705601215;4.775849819
Non-wood forest products: average value per hectare per year (current US$);;South_Asia;15.31018162;15.58013058;15.83900261;15.96058655;16.13373566;16.4277935;15.68758869;15.26777267;15.10009766;14.97151852;15.18540573;15.36954689;15.4230423;15.30422974;15.05969238;15.0197916;15.08550835;15.13600826;14.75044441;14.20994663;13.97245312;13.99082375;14.03239727;14.16726398;14.23377514;14.23574257
Non-wood forest products: average value per hectare per year (current US$);;Sub-Saharan_Africa;4.541686535;4.661821365;4.784552574;4.911360741;5.036534786;5.218588829;5.445129871;5.622258663;5.798312664;6.043007851;6.31353426;6.592079639;6.855996609;7.070196629;7.199917316;7.370785713;7.6279006;7.878223419;8.113654137;8.367264748;8.548152924;8.74659729;9.028058052;9.314609528;9.524860382;9.628558159
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Non-wood forest products: average value per hectare per year (current US$);;Africa;4.492328644;4.608563423;4.727491379;4.849718094;4.971925735;5.150229454;5.372271061;5.545850277;5.717675209;5.955841064;6.220998287;6.494320869;6.751567364;6.960770607;7.086560726;7.252942085;7.505506992;7.750947475;7.981018066;8.228253365;8.405946732;8.60125351;8.878220558;9.161921501;9.370416641;9.475031853
Non-wood forest products: average value per hectare per year (current US$);;Americas;4.010151863;4.083308697;4.156256199;4.200700283;4.267649174;4.37886858;4.475958347;4.533084869;4.614147663;4.730446339;4.873756886;5.008599758;5.130766392;5.22788763;5.280409336;5.360774994;5.479719639;5.587178707;5.657809258;5.722109795;5.777769089;5.838068962;5.947089195;6.090117931;6.181749344;6.27974844
Non-wood forest products: average value per hectare per year (current US$);;Antartica;0.194259435;0.197816268;0.201227412;0.203492329;0.206359982;0.211035311;0.21578972;0.219152793;0.223478258;0.229477197;0.236673117;0.243975833;0.250569433;0.255375236;0.257012039;0.260100871;0.265504956;0.270471394;0.275207311;0.280353457;0.283158422;0.285996199;0.291424096;0.298386216;0.303723633;0.307384133
Non-wood forest products: average value per hectare per year (current US$);;Asia;10.83551502;11.00099373;11.16428089;11.26241112;11.36690426;11.59549332;11.614398;11.59105778;11.63569832;11.81885052;12.06896973;12.29399681;12.48354053;12.58911419;12.55098915;12.62311649;12.80809593;12.91720009;12.95106411;12.96336079;12.99228382;13.14371777;13.29974747;13.56838417;13.79865265;13.91958904
Non-wood forest products: average value per hectare per year (current US$);;Europe;3.2866714;3.338503361;3.382183313;3.404476166;3.435198784;3.497208118;3.528218269;3.539618969;3.581695557;3.649636745;3.738302708;3.844431639;3.93462491;3.999959946;4.022657394;4.067275047;4.148109913;4.214062691;4.289467812;4.363761902;4.406284809;4.448450089;4.536281109;4.649125576;4.718047142;4.784950256
Non-wood forest products: average value per hectare per year (current US$);;Oceania;4.912158966;5.005351543;5.09163332;5.161025524;5.225471973;5.322295666;5.40429306;5.494846821;5.612712383;5.772176266;5.952807903;6.1273036;6.273382664;6.392074585;6.432621002;6.509041309;6.643814564;6.766075611;6.88959074;7.006334305;7.074567318;7.124438286;7.241492271;7.418776989;7.542406082;7.606731892
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Non-wood forest products: average value per hectare per year (current US$);;World;4.811813354;4.90080452;4.985726833;5.044831753;5.116006851;5.241402149;5.331122875;5.386201382;5.469102383;5.607088089;5.771093845;5.934673786;6.08031559;6.189604759;6.234340668;6.31869936;6.460174084;6.581168652;6.678402424;6.773186684;6.844506264;6.939092159;7.080448627;7.263475895;7.39669323;7.490762711
